horas_pantalla_diaria,frecuencia_doomscrolling,revisiones_notificaciones_dia,exposicion_recomendaciones_ia,intentos_desintoxicacion,grupo_edad_enc,genero_enc,plataforma_enc,pais_enc,perdida_productividad_pct
1.63,8.9,103,14.41,14,2,0,0,2,65.58
10.73,6.58,130,62.74,11,3,1,0,0,27.99
2.47,8.95,147,17.57,9,1,2,4,2,67.86
4.83,4.96,185,4.71,0,3,2,1,1,18.32
1.66,4.55,39,10.09,5,1,2,4,2,65.78
8.53,8.29,23,38.81,6,2,1,1,0,50.49
5.07,9.03,156,20.92,7,1,2,3,2,58.77
11.24,3.15,269,39.42,11,1,0,2,4,5.48
13.19,4.32,271,8.43,9,0,1,2,2,37.04
8.42,4.18,269,51.52,10,4,2,2,1,41.03
7.88,3.0,187,60.56,3,1,2,4,3,1.9
5.94,4.44,97,1.72,14,0,2,1,0,28.97
7.98,5.43,30,65.78,4,3,0,1,2,44.11
6.99,9.35,120,62.03,10,0,1,3,4,53.75
5.45,0.03,184,62.57,4,0,1,4,2,48.67
9.66,4.33,111,17.03,3,4,0,0,1,39.65
9.43,5.58,32,55.17,14,1,2,2,0,37.78
4.15,7.74,236,81.52,8,1,2,4,4,41.83
5.64,2.66,56,76.93,13,1,2,3,2,31.31
8.21,0.45,151,43.1,12,4,1,2,2,40.76
12.12,5.51,16,24.97,8,0,1,3,4,56.54
1.82,9.81,106,21.22,10,0,1,0,3,49.75
0.96,8.43,315,20.7,12,1,0,3,3,47.55
10.28,6.22,236,26.21,8,4,0,2,0,66.6
9.0,5.83,322,80.26,14,4,1,1,0,63.49
6.41,2.3,323,69.56,14,3,0,1,4,27.35
1.97,6.78,122,56.34,10,0,2,4,0,32.8
10.16,3.43,185,45.56,11,3,2,1,0,26.71
2.93,9.85,85,67.7,6,3,0,0,2,12.53
1.52,5.17,238,55.11,5,3,1,3,4,4.1
4.83,4.46,115,83.49,9,0,0,4,2,39.98
3.68,3.45,291,73.17,9,4,2,4,4,39.01
2.45,3.06,133,17.59,3,2,1,2,1,35.22
5.77,4.74,60,73.45,14,2,2,4,0,10.39
10.92,8.82,45,86.57,3,3,0,4,0,48.06
11.54,3.66,70,2.61,13,3,2,2,3,21.46
5.99,9.32,195,5.32,13,2,0,2,1,0.31
6.33,1.59,162,15.73,9,2,0,1,1,35.33
4.75,8.59,244,33.34,12,0,0,3,0,38.34
13.43,4.4,150,53.2,6,4,1,3,3,46.14
9.11,1.29,19,79.51,11,3,1,4,2,63.41
5.6,3.17,190,39.6,6,2,2,0,4,9.05
5.37,6.58,125,66.34,9,0,0,4,2,9.13
8.07,2.32,149,44.03,10,0,2,3,3,69.73
7.5,2.25,311,62.12,8,3,1,0,3,4.54
4.68,1.41,345,53.8,3,2,2,0,0,41.55
4.4,7.34,140,74.48,5,2,1,0,0,22.22
4.78,8.22,220,82.99,4,4,1,2,3,9.54
11.53,2.49,312,69.28,10,4,2,1,3,34.23
10.4,7.38,144,36.34,0,2,1,0,2,55.75
3.45,8.36,92,86.14,12,1,1,0,3,28.16
2.77,7.11,206,99.12,5,3,1,4,0,12.81
0.57,9.37,191,14.09,10,3,2,1,2,9.65
8.33,9.26,342,70.61,11,1,1,0,3,20.34
8.12,2.25,225,66.18,6,3,2,4,2,18.52
1.02,5.9,23,24.47,2,3,0,0,4,58.36
5.59,0.5,49,33.48,12,1,0,3,0,10.38
12.34,5.18,332,90.27,0,2,1,1,3,14.01
4.82,3.21,27,53.6,0,3,0,2,1,67.92
1.63,9.49,178,65.98,13,4,1,2,3,60.09
6.06,0.87,82,36.89,7,3,1,4,3,22.12
13.47,1.36,29,49.07,3,4,2,1,4,29.48
1.42,3.78,78,15.9,9,1,2,4,3,60.11
4.19,3.61,281,86.53,11,1,0,0,1,60.03
11.04,7.2,14,5.93,1,1,1,4,3,65.01
11.71,2.48,253,88.33,1,4,2,2,1,39.76
8.69,5.21,233,22.94,5,3,1,1,2,51.23
9.52,4.28,232,71.27,6,4,1,4,2,33.52
0.75,9.77,316,72.49,5,3,0,2,0,62.48
13.03,7.52,61,82.83,6,3,0,0,3,59.4
6.62,3.94,249,91.29,12,2,2,3,2,4.3
1.75,0.06,194,40.73,3,3,2,3,1,24.3
4.94,4.55,205,23.67,3,1,2,0,3,40.65
11.28,8.96,111,67.71,4,4,0,3,4,59.18
10.36,2.75,232,79.2,0,0,1,3,4,10.94
10.28,6.36,14,37.6,13,4,2,2,1,35.47
3.96,1.7,187,36.95,9,4,1,0,0,0.2
5.44,1.25,231,59.17,10,4,0,4,2,12.76
8.8,5.66,210,17.9,12,1,1,2,3,47.91
3.99,1.38,321,91.86,2,1,2,3,3,58.06
3.5,1.91,182,23.54,14,2,0,2,4,43.85
2.57,8.19,287,96.34,7,3,0,3,3,61.93
3.82,2.24,55,81.87,11,4,2,1,1,22.98
6.87,4.23,174,45.12,2,1,0,3,1,7.82
3.55,4.14,39,72.89,5,3,0,3,2,30.64
2.24,4.45,293,52.77,12,0,2,4,4,25.12
3.49,2.66,24,61.28,2,1,1,1,2,64.41
13.05,5.95,295,25.63,2,4,0,3,2,3.56
0.52,4.72,215,50.96,14,3,0,2,2,38.39
7.85,1.69,322,44.09,1,4,0,3,4,51.26
5.86,3.9,271,21.95,8,3,2,0,4,66.92
6.38,1.76,287,7.67,12,2,1,3,2,69.94
1.38,2.96,157,22.56,3,1,0,2,2,55.01
6.17,1.19,49,43.84,7,4,1,4,3,5.88
3.81,1.13,267,7.19,2,3,0,3,0,51.59
1.83,9.34,294,9.92,12,1,0,3,3,31.56
2.43,8.43,208,93.31,9,3,1,4,2,18.49
0.54,4.39,288,71.08,13,2,1,2,1,33.21
0.84,0.06,100,32.78,5,3,1,2,0,56.37
7.86,6.35,114,9.11,8,4,1,0,1,3.3
2.44,3.31,272,70.71,4,2,0,0,0,46.33
12.67,5.98,63,38.01,6,3,2,1,0,69.34
3.92,0.49,53,71.42,9,2,0,4,1,6.19
8.07,1.04,167,69.79,14,0,0,2,3,38.63
6.52,4.3,253,96.2,3,4,1,3,2,16.22
11.79,4.13,189,19.52,13,3,0,0,2,14.19
2.75,6.66,60,7.35,12,0,0,0,2,54.67
12.02,2.89,237,60.88,6,0,2,4,4,31.4
9.38,7.59,183,56.07,12,3,0,0,1,26.79
7.68,6.31,304,60.05,13,1,1,4,0,48.49
8.2,7.52,306,31.89,0,3,1,4,1,67.72
4.5,0.03,72,99.66,11,3,0,3,4,18.08
5.04,6.83,244,69.91,11,3,0,1,2,56.36
8.41,1.82,267,28.38,6,4,1,3,3,7.74
12.03,9.84,302,28.63,0,0,0,0,1,20.76
7.69,6.16,53,46.39,1,2,1,1,4,47.03
7.86,4.38,194,54.52,5,1,1,4,4,52.97
5.68,3.88,80,81.51,5,3,0,3,4,5.9
7.78,4.46,165,1.66,13,0,0,4,1,59.41
6.33,0.58,42,34.81,10,0,0,0,3,24.12
1.82,2.71,236,0.56,0,1,1,1,2,37.84
9.86,6.94,284,82.08,4,2,1,1,2,59.99
7.26,8.03,88,28.63,4,2,2,0,0,9.91
12.8,2.28,307,59.33,5,1,1,0,4,5.72
12.07,6.95,107,9.76,12,2,0,0,0,57.28
11.85,6.78,122,41.74,13,3,1,4,3,34.81
7.93,9.7,37,87.51,6,0,2,1,0,24.57
10.14,8.72,301,14.82,1,4,1,4,1,16.34
4.54,5.61,149,84.29,2,4,2,3,2,8.74
7.01,9.67,63,39.85,5,0,1,0,3,3.15
13.43,8.73,179,24.84,0,4,2,0,0,9.65
8.43,1.6,10,54.49,1,4,0,1,0,52.06
3.51,1.95,282,28.28,5,3,1,2,3,52.8
0.89,1.17,35,39.95,3,4,2,0,1,0.51
4.5,3.89,322,97.32,4,0,2,3,1,38.33
7.98,7.54,84,15.82,8,1,2,2,0,11.69
10.7,6.82,294,0.18,8,2,0,4,1,36.99
1.06,1.3,154,72.83,1,1,0,0,2,46.06
0.86,0.63,95,33.3,10,1,1,2,0,19.0
11.95,4.39,335,76.83,0,0,2,2,4,9.74
4.73,5.43,40,13.06,8,4,2,0,2,27.24
4.32,1.2,49,34.12,8,4,0,3,3,11.98
12.48,0.73,292,6.26,5,0,1,3,1,29.1
12.64,1.01,41,27.44,12,1,0,2,4,31.83
5.65,2.45,263,34.8,2,1,2,1,0,67.98
3.23,8.95,343,34.87,11,2,2,2,0,20.46
9.69,1.49,284,50.52,2,1,0,1,1,4.14
4.13,0.08,112,57.97,14,1,0,4,2,54.9
0.57,1.37,18,73.17,11,2,2,2,4,57.41
1.48,9.56,277,92.9,1,2,2,1,0,6.61
8.85,7.63,155,19.56,6,0,0,3,2,27.17
8.77,6.93,191,10.27,9,0,0,3,0,9.93
7.92,5.29,295,53.63,0,0,1,2,3,41.23
7.75,3.53,106,40.27,2,0,2,3,2,14.59
1.54,5.39,178,36.73,3,2,0,2,0,26.5
0.52,2.04,306,87.17,3,3,1,1,2,31.77
6.25,9.05,119,12.09,1,0,1,3,1,47.69
2.22,3.66,84,73.09,7,3,1,2,0,0.14
2.16,9.45,276,84.13,6,0,0,4,3,48.85
4.23,6.7,59,5.07,5,4,2,1,3,68.0
9.88,8.34,315,36.92,1,2,0,2,4,48.78
1.27,4.89,349,54.37,4,3,1,0,4,43.26
7.66,4.48,172,85.38,12,4,0,3,0,48.55
1.01,3.14,310,27.61,13,2,0,0,1,40.35
12.45,1.07,271,71.46,12,3,0,4,1,54.8
11.42,1.51,341,26.76,0,0,2,1,3,55.56
10.32,5.6,31,36.77,6,4,1,2,0,58.3
6.49,3.85,203,5.2,6,3,0,0,1,23.57
2.77,6.6,291,5.65,7,1,1,4,4,58.7
5.51,1.82,104,91.69,2,3,2,1,2,32.66
4.16,7.2,148,53.54,3,4,0,3,4,30.78
3.74,6.77,149,59.71,2,2,1,2,4,58.73
8.69,7.72,6,66.23,11,1,2,0,0,7.94
5.16,4.6,318,88.07,11,2,1,0,0,34.94
1.56,2.19,31,84.46,9,0,2,2,0,11.37
8.35,8.97,122,98.51,7,1,2,1,4,11.45
11.73,9.3,46,2.38,1,1,1,3,3,30.76
13.16,4.89,327,89.26,9,3,0,2,1,63.84
6.46,7.5,345,99.0,2,1,1,3,0,19.24
12.71,9.1,297,12.23,11,0,1,3,3,14.1
12.57,4.5,132,71.33,10,4,0,3,3,10.29
5.17,1.59,225,60.51,9,3,2,3,0,68.45
10.91,2.29,14,13.21,5,3,0,0,3,18.24
9.3,6.58,32,52.77,14,3,1,2,4,11.86
2.15,8.12,55,40.92,11,3,1,3,2,7.99
10.36,6.91,275,99.41,8,3,1,2,2,52.06
13.07,9.96,177,3.68,12,4,1,2,1,58.96
7.79,1.74,271,37.38,3,0,0,0,2,30.79
6.93,5.97,101,83.06,11,1,1,0,2,25.17
8.76,1.42,148,70.05,5,3,0,3,3,33.99
6.31,8.96,191,52.8,3,4,1,3,3,56.17
10.89,3.79,337,46.3,0,1,1,1,1,14.11
4.36,8.6,155,69.92,1,3,2,1,1,39.48
5.38,8.71,152,90.53,13,1,0,0,2,42.14
11.28,9.94,329,39.59,14,3,2,0,0,0.15
2.22,1.11,123,42.09,13,1,0,4,3,64.81
8.93,0.28,164,53.68,3,2,1,0,1,10.07
9.77,3.0,162,39.44,0,0,0,0,2,69.87
9.86,0.13,281,65.76,2,2,2,3,4,35.29
2.42,9.16,243,43.11,11,2,1,3,4,62.32
2.19,8.3,175,34.63,12,2,0,2,1,60.05
5.98,4.91,25,83.4,6,1,1,1,3,69.15
3.05,3.26,40,11.55,9,2,1,4,4,28.57
13.46,6.01,218,16.29,5,1,0,3,2,20.02
7.66,2.92,199,77.02,14,1,2,0,1,5.77
3.1,8.84,161,37.79,6,4,0,0,1,30.71
3.11,9.07,205,52.82,8,0,2,0,1,66.36
12.18,9.46,149,85.71,9,4,2,0,4,35.85
2.58,6.0,119,71.42,6,4,0,3,1,10.04
6.01,2.77,90,27.33,3,4,0,3,2,32.13
13.29,2.69,67,1.45,7,2,1,4,4,4.21
12.88,0.63,347,7.43,1,3,1,0,4,24.78
11.58,6.15,41,18.38,9,1,2,3,4,44.99
2.02,1.68,65,59.88,4,2,1,3,1,60.33
3.77,8.8,70,90.72,4,1,0,4,3,31.04
6.1,4.0,194,90.24,9,0,2,3,4,56.67
4.96,3.73,103,24.41,5,0,1,4,3,25.94
7.81,3.4,170,78.52,13,4,0,0,0,16.24
12.77,0.67,230,52.04,7,2,2,3,2,48.58
9.89,8.05,45,17.87,2,3,2,4,0,63.51
8.23,9.57,115,38.83,12,3,1,0,0,5.81
12.92,2.82,219,29.61,5,2,0,2,0,55.21
8.08,2.4,111,2.74,6,3,2,3,2,26.33
7.43,0.91,281,38.21,2,4,1,0,1,38.25
10.6,6.64,276,94.82,11,4,0,3,4,21.78
4.53,7.83,231,8.62,3,3,2,4,3,53.53
4.22,6.74,200,68.26,0,2,1,1,1,39.81
9.43,8.74,244,37.17,1,3,1,1,3,10.76
4.59,9.4,247,61.64,9,0,0,3,0,38.5
0.69,2.88,123,71.66,9,2,1,4,4,60.1
3.9,7.12,15,33.1,10,0,2,3,3,47.75
0.53,4.15,208,1.92,12,2,1,3,3,3.94
5.58,4.61,61,90.04,8,2,1,4,3,13.74
8.43,2.5,278,99.81,14,1,2,3,1,29.76
6.0,7.75,126,70.0,8,0,0,1,2,28.86
1.65,4.12,132,89.39,5,0,0,3,3,69.29
8.23,6.99,333,48.02,4,3,0,1,1,67.63
2.65,3.45,207,45.46,9,3,0,4,0,52.36
7.15,1.21,67,75.57,4,3,2,3,0,9.89
3.11,1.41,113,24.82,4,2,2,0,0,30.16
3.0,7.15,213,46.14,11,2,0,2,0,42.1
7.4,8.54,297,75.57,13,0,0,4,0,59.32
1.57,3.72,250,3.44,4,3,0,2,3,51.35
2.42,5.88,39,97.27,6,1,0,2,4,49.28
3.15,4.79,19,61.16,13,3,1,3,1,67.37
2.42,8.19,170,47.8,11,0,1,1,2,51.85
10.84,3.7,282,30.2,14,1,0,0,0,4.18
8.29,8.04,47,69.11,3,4,0,1,0,62.32
4.0,9.38,261,60.92,12,2,2,0,4,28.23
4.53,9.7,96,27.07,8,0,1,4,4,40.92
1.79,1.93,159,41.17,12,4,1,1,3,42.48
5.95,4.69,56,49.47,12,0,2,4,4,13.17
9.23,6.02,320,61.54,5,3,0,1,2,3.02
7.92,6.83,32,85.72,1,4,0,4,1,36.46
9.61,3.71,9,14.63,2,4,1,4,1,42.17
1.31,1.02,266,44.46,14,0,0,4,3,49.18
13.13,8.91,85,67.3,2,4,0,4,3,25.58
6.19,9.92,79,40.34,5,2,1,1,2,66.56
8.76,8.97,250,13.5,13,4,2,4,2,19.32
4.96,2.41,111,65.23,2,0,1,4,2,25.99
11.75,4.83,316,93.7,10,1,2,4,3,40.08
7.53,1.59,241,1.71,11,1,0,4,0,4.78
2.5,0.66,225,85.41,13,1,1,0,4,45.0
8.8,4.54,84,6.49,5,0,0,0,3,24.25
11.04,7.57,107,12.13,7,4,1,4,2,22.99
1.06,2.38,272,97.98,12,1,2,1,3,49.05
11.61,0.12,14,28.71,7,0,1,3,4,27.5
11.44,0.71,246,51.47,10,4,0,3,4,11.67
2.01,8.58,256,58.85,10,3,2,4,1,5.68
7.5,0.36,163,48.72,7,1,0,4,1,62.62
3.73,5.53,126,37.97,11,2,0,2,1,22.08
9.63,0.38,348,84.15,7,0,1,2,0,30.41
4.67,0.21,141,77.83,9,0,0,1,3,66.12
11.12,5.51,302,74.64,12,3,1,1,1,48.84
12.62,5.69,310,33.28,6,1,1,1,0,67.19
1.57,3.12,202,15.65,6,2,0,4,4,24.89
10.63,4.97,346,44.73,1,2,0,3,1,61.42
12.18,7.08,73,43.42,13,1,1,4,2,47.95
10.54,8.21,164,56.03,9,1,0,0,4,55.2
4.72,1.53,294,1.4,8,2,1,1,1,4.84
5.51,4.68,214,75.63,2,3,1,1,2,19.58
13.37,8.22,191,52.76,8,1,1,3,3,13.49
8.7,8.92,333,41.29,5,0,0,4,1,14.28
5.1,6.37,130,82.9,0,0,0,1,0,4.33
6.02,7.62,318,78.75,1,2,0,3,2,62.02
5.2,9.64,111,67.41,9,1,2,0,1,30.12
8.03,2.13,161,55.95,12,4,0,4,1,5.68
1.24,6.73,226,14.11,1,2,1,2,2,17.25
4.2,4.23,303,70.42,10,3,2,1,3,23.45
4.69,1.43,170,19.05,9,4,0,2,1,62.93
0.78,7.91,275,92.08,9,2,2,0,2,33.73
12.05,2.34,110,85.29,12,2,2,0,0,38.0
13.35,7.73,163,25.43,14,3,2,4,2,65.79
6.09,2.22,71,75.63,5,3,1,4,4,14.25
9.88,3.18,305,93.56,13,4,0,2,4,8.41
3.93,1.16,180,28.44,9,2,0,2,1,44.03
6.31,0.74,331,20.29,13,4,1,4,1,48.51
12.14,5.92,6,63.23,6,1,2,3,2,57.99
8.88,7.1,168,59.51,9,0,1,4,2,10.44
5.33,0.61,209,96.13,8,2,1,1,3,24.95
11.46,9.38,317,94.38,10,1,0,1,3,36.84
0.79,2.28,243,29.99,10,4,0,1,4,3.99
11.67,3.66,346,22.2,3,4,2,0,4,34.83
12.74,3.41,194,26.81,0,4,0,2,0,55.73
13.13,6.09,279,11.07,12,4,0,4,2,12.05
2.67,2.28,73,58.34,7,1,2,2,0,2.54
2.61,2.38,273,70.17,2,1,1,3,2,59.88
12.82,2.07,198,87.14,12,4,2,3,3,16.24
0.98,0.37,335,79.02,2,3,0,3,2,1.97
4.46,2.82,56,1.39,9,2,1,4,1,59.77
7.72,2.66,315,91.52,7,4,2,1,2,47.35
13.13,8.49,65,97.23,10,1,0,4,4,14.23
12.28,8.93,19,89.85,10,4,1,4,1,36.3
1.16,6.33,281,71.69,4,2,0,0,2,56.97
6.86,5.76,47,76.7,12,4,0,0,4,47.64
7.82,9.88,293,22.79,9,3,0,1,2,42.46
1.49,2.27,255,95.24,3,0,1,3,1,49.98
9.11,9.87,28,22.28,6,2,0,1,0,2.61
12.91,4.83,192,52.05,4,4,0,3,4,32.71
13.39,9.6,275,75.42,13,0,0,3,1,20.09
12.6,3.23,7,67.81,12,4,1,1,4,16.6
3.38,3.39,315,5.16,14,3,0,4,0,3.16
7.53,3.32,225,62.86,9,0,0,4,4,30.88
12.78,2.18,28,55.8,6,3,1,4,1,59.26
7.58,3.03,130,61.62,7,4,2,4,3,24.91
9.57,1.08,264,20.18,10,1,0,1,1,14.24
4.32,5.8,226,22.42,4,2,1,0,0,22.96
6.44,0.72,318,21.54,9,4,2,1,1,29.23
6.1,1.91,145,43.4,4,1,1,0,3,63.73
5.36,3.11,47,25.09,4,4,2,4,1,32.51
6.85,1.52,250,96.94,6,4,0,0,2,42.68
6.0,4.15,180,87.77,7,2,2,1,4,2.58
5.43,2.44,205,45.42,11,4,2,3,1,9.23
2.39,4.38,246,31.99,4,2,2,0,2,58.39
10.51,1.65,296,84.38,8,0,0,1,3,41.88
1.24,3.39,37,91.22,13,1,1,3,4,47.11
12.29,8.15,235,7.0,10,2,1,2,4,30.04
4.03,4.28,78,11.88,10,0,1,3,3,47.34
3.33,6.42,78,85.93,3,3,2,3,2,21.16
3.78,3.57,129,48.25,12,4,2,3,1,47.49
5.11,9.43,57,34.2,13,2,1,1,2,2.94
9.21,8.11,300,71.08,6,1,2,0,0,34.37
9.75,6.56,44,13.42,6,0,2,3,3,54.65
10.37,3.08,19,35.31,8,2,0,0,1,29.2
2.23,0.38,222,98.05,9,4,1,1,4,41.06
12.64,4.81,50,6.82,5,3,0,3,4,36.28
5.48,4.14,7,3.12,10,0,0,1,2,7.83
9.99,1.84,205,23.15,13,0,2,1,4,13.8
3.43,2.62,239,5.15,3,4,1,1,0,18.53
1.37,2.49,237,47.79,11,4,0,2,2,27.32
9.92,3.2,192,70.58,7,1,2,4,3,2.94
4.38,0.62,162,10.61,3,1,1,0,2,16.24
0.68,5.01,328,84.64,9,2,2,4,1,60.61
7.67,1.91,90,85.01,14,3,2,2,1,10.04
10.74,3.31,263,64.43,7,2,2,4,0,62.74
5.33,1.37,43,57.18,8,0,1,1,4,36.88
0.9,7.41,90,95.52,0,4,1,0,2,49.14
2.59,9.74,109,11.65,6,1,1,1,3,51.53
2.4,7.56,58,99.65,12,1,2,3,4,29.83
7.13,1.61,129,4.83,3,1,0,2,2,21.85
3.1,7.62,93,24.61,3,3,2,1,0,3.25
12.36,9.49,107,52.25,8,2,0,2,4,1.64
10.68,5.85,160,70.99,3,4,0,4,2,40.77
3.44,4.65,199,84.79,5,3,2,0,3,12.38
7.54,0.47,239,56.52,13,1,2,2,1,25.84
0.53,0.49,326,54.6,1,3,2,3,0,22.24
2.31,7.11,300,13.71,9,0,0,0,0,44.53
3.69,5.05,330,78.49,2,2,0,1,2,33.33
12.45,6.06,204,42.58,13,0,0,0,4,62.74
6.39,0.88,336,67.81,6,3,1,2,4,23.24
12.83,3.65,53,5.79,2,0,2,3,3,39.5
0.97,9.34,230,82.26,3,2,2,3,2,48.87
12.02,6.83,69,19.46,1,2,2,4,4,0.85
2.14,0.17,13,50.04,14,3,0,1,2,22.97
3.19,1.0,35,41.27,0,0,0,3,0,29.58
6.66,9.12,304,3.69,0,0,2,1,3,35.19
4.85,8.67,199,13.62,0,4,0,0,2,67.14
10.18,8.92,173,15.19,10,2,0,2,3,14.41
3.38,2.55,155,28.1,14,3,0,3,1,5.83
3.94,7.31,71,91.9,3,1,1,4,3,53.78
3.57,3.39,325,52.8,10,2,1,2,1,68.21
0.61,2.8,137,12.71,12,3,1,0,0,13.3
2.12,4.01,186,95.82,6,4,2,2,0,45.16
6.9,9.93,313,3.14,14,2,0,1,1,18.15
11.52,6.89,282,86.4,11,2,0,4,1,39.37
10.81,8.27,219,55.06,1,2,0,4,1,39.74
5.61,2.68,296,88.07,11,0,1,0,0,9.36
7.24,6.23,161,15.46,13,1,0,3,4,59.71
2.51,0.66,328,62.59,5,4,1,4,1,35.24
5.48,6.06,88,72.49,1,2,2,0,0,68.83
3.82,0.9,234,36.61,11,1,0,0,0,48.59
4.2,4.48,320,44.41,7,1,2,1,2,61.45
7.61,6.61,273,69.6,7,4,1,2,1,40.94
7.21,8.56,119,81.38,5,2,2,0,3,30.24
1.56,9.0,205,91.02,10,3,0,3,0,5.54
1.59,9.38,308,23.82,10,1,2,3,0,58.02
12.85,6.11,72,17.15,7,1,2,4,2,2.16
12.33,2.99,294,34.53,8,0,2,1,0,15.85
2.98,3.82,34,34.76,8,1,0,2,1,5.76
4.36,9.97,66,86.83,11,2,2,0,3,29.54
9.2,9.46,235,60.87,7,2,2,0,4,40.87
13.46,1.7,326,8.75,5,2,1,0,0,57.58
6.4,6.19,32,34.61,10,2,1,0,3,14.73
12.81,9.61,93,9.76,9,0,1,0,4,60.77
4.36,6.59,347,89.69,14,1,1,3,1,25.21
4.02,6.76,307,47.71,8,3,1,2,2,65.1
4.5,7.17,24,54.94,7,4,0,4,3,0.16
1.53,7.15,230,48.3,14,2,0,2,0,10.37
0.88,2.89,70,26.75,6,4,2,2,4,25.09
4.38,0.44,189,83.64,11,4,0,4,0,38.67
9.57,8.21,101,16.56,12,2,0,4,0,65.8
5.57,1.38,228,80.72,9,2,1,3,3,13.61
10.44,0.91,20,28.49,12,0,0,1,3,7.26
2.56,0.64,269,46.36,6,3,1,4,2,24.0
10.47,0.92,150,12.63,3,0,1,4,4,59.68
6.9,3.78,77,13.53,1,0,0,0,0,52.5
4.41,0.11,255,20.72,4,3,2,3,4,56.02
1.75,1.64,262,91.57,1,1,1,1,1,55.71
3.42,8.79,52,0.91,7,0,0,2,1,15.89
12.52,7.06,225,86.77,12,1,2,0,0,65.79
3.79,0.97,312,70.81,6,4,0,4,3,55.71
8.31,4.88,188,36.58,1,3,0,2,2,36.04
11.87,0.71,135,76.71,12,4,0,2,1,37.08
11.07,1.18,59,3.18,14,1,1,0,3,41.47
7.33,2.13,261,9.02,0,0,2,1,0,62.52
8.0,5.06,81,69.66,10,4,1,1,1,36.19
7.16,6.24,61,40.03,14,4,1,0,4,23.27
6.54,9.09,132,84.21,10,0,1,0,1,41.89
1.15,7.47,349,68.81,7,2,0,0,1,46.63
0.56,4.49,331,56.13,14,0,0,4,3,48.03
6.74,2.29,176,21.81,3,0,0,1,2,29.78
6.04,1.54,149,15.83,8,3,2,4,4,16.72
11.98,2.42,219,91.26,12,0,0,2,3,64.07
1.19,3.52,134,87.68,1,0,0,1,4,16.67
10.43,5.43,133,46.15,7,4,0,1,2,49.99
1.04,5.22,157,0.95,10,1,1,0,2,69.69
9.19,5.04,42,61.21,4,2,2,0,3,43.6
13.37,1.75,121,15.35,6,0,0,1,3,31.56
10.41,2.76,128,27.35,2,3,1,2,3,43.03
8.81,6.08,196,15.85,14,0,2,2,1,18.82
4.39,1.43,52,32.82,9,4,0,1,0,24.23
3.99,0.5,322,34.95,9,0,2,1,3,20.77
12.68,1.29,143,61.32,1,3,2,1,4,19.42
1.68,1.01,219,26.68,14,1,1,0,1,29.25
12.75,1.44,187,80.62,1,3,0,0,2,57.69
8.09,0.49,83,20.67,12,4,1,2,2,55.0
6.76,0.91,332,80.9,5,3,1,1,2,17.82
2.73,7.24,204,24.47,14,3,0,0,2,18.15
9.7,8.14,169,65.41,13,3,0,4,1,17.33
7.5,7.94,245,89.52,0,3,1,3,0,46.14
8.88,9.6,317,47.2,3,2,2,1,2,17.32
4.05,7.73,109,66.76,4,1,0,4,1,10.24
1.29,1.97,332,58.78,0,0,0,2,3,30.75
6.34,6.36,187,63.64,4,1,1,2,3,35.62
5.41,1.06,6,58.47,2,1,1,2,1,0.48
4.63,0.53,223,78.44,12,1,2,1,3,40.0
12.22,4.53,307,23.47,11,3,2,0,0,46.26
7.01,2.05,222,30.76,11,4,1,0,3,34.79
7.93,4.47,6,77.94,0,0,1,4,4,62.91
5.28,3.23,12,84.26,2,1,0,0,2,60.97
4.86,10.0,194,35.3,12,2,2,3,2,4.48
10.61,1.25,276,27.07,7,2,1,3,1,58.79
10.01,8.21,240,98.65,4,4,2,3,3,7.09
3.28,0.81,293,80.51,2,1,0,2,4,28.59
8.19,6.32,179,50.81,6,4,0,2,2,53.86
9.32,8.65,214,41.4,5,2,1,1,3,13.04
4.37,6.71,332,21.55,14,1,2,0,0,57.51
12.02,3.09,293,9.34,3,4,1,4,3,60.27
1.87,5.57,41,59.0,6,3,2,1,3,68.52
8.65,9.38,41,36.15,3,0,2,1,2,57.41
12.95,4.03,106,27.44,11,1,2,2,2,48.72
10.14,3.98,207,18.5,1,1,1,0,1,69.13
8.67,2.4,296,75.79,0,0,2,3,1,68.57
8.89,5.64,156,92.83,12,4,2,2,1,13.75
2.48,1.35,217,94.24,9,2,2,2,4,13.7
8.93,5.35,287,51.84,14,1,0,2,1,41.78
1.58,5.56,283,41.07,7,0,2,0,1,47.92
2.58,6.08,26,6.74,5,2,0,3,1,29.3
1.13,5.23,343,4.89,9,2,2,2,4,58.49
5.05,3.43,334,66.59,2,4,0,4,1,7.95
2.67,4.5,234,88.52,14,4,1,1,1,36.97
1.56,2.69,151,6.6,9,3,0,4,2,63.38
7.2,5.47,192,36.72,12,3,2,1,3,60.04
9.58,7.66,249,68.89,10,4,2,1,4,22.87
3.05,5.52,45,44.07,3,3,2,4,0,58.86
8.18,8.49,206,22.08,0,0,0,4,1,8.7
7.25,0.78,221,95.12,7,4,2,0,4,55.56
6.5,3.65,146,92.58,2,2,1,4,2,21.56
13.49,8.18,52,37.76,2,3,2,0,0,49.21
0.53,6.25,294,96.86,13,2,0,2,0,26.94
9.65,2.01,349,40.33,10,4,0,2,2,19.97
12.56,8.46,206,35.61,2,1,0,1,3,5.6
0.85,1.08,254,49.91,12,2,0,3,0,18.6
13.06,7.01,63,47.76,5,2,2,2,3,59.46
7.25,1.68,294,4.13,3,2,0,3,0,33.92
11.03,4.1,102,0.4,8,3,2,0,4,27.02
